Query Case,Cited Cases
0000966068.txt,"""['0000081894.txt', '0000678242.txt', '0000796476.txt', '0001142617.txt', '0001403987.txt', '0001538869.txt', '0001718643.txt', '0001827392.txt', '0001946226.txt', '0001949249.txt', '0001989019.txt']"""
0001111557.txt,"""['0000081055.txt', '0000795227.txt', '0001310848.txt', '0001436024.txt']"""
0001307370.txt,"""['0001820633.txt', '0001961036.txt']"""
0001576450.txt,"""['0000969122.txt', '0001195724.txt']"""
0001433939.txt,"""['0000159485.txt', '0000293530.txt', '0000726412.txt', '0000756197.txt', '0001315236.txt', '0142028963.txt']"""
0001554481.txt,"""['0000238825.txt', '0000254910.txt', '0000273674.txt', '0000347330.txt', '0000538131.txt', '0000557981.txt', '0000592259.txt', '0000655449.txt', '0000849794.txt', '0001128177.txt', '0001244571.txt', '0001273229.txt', '0001512454.txt', '0001521512.txt', '0001532294.txt', '0001546103.txt', '0001657646.txt', '0001664377.txt', '0001953735.txt', '0001957344.txt']"""
0001931233.txt,"]"""
0001064251.txt,"""['0000151821.txt', '0000246408.txt']"""
0001000226.txt,"""['0000017082.txt', '0000773084.txt', '0001648916.txt', '0001800526.txt']"""
0001745823.txt,"""['0000162242.txt', '0000853252.txt', '0001227505.txt', '0001766147.txt']"""
0001246653.txt,"""['0000063310.txt', '0000070419.txt', '0000084226.txt', '0000098066.txt', '0000109006.txt', '0000134248.txt', '0000143695.txt', '0000163107.txt', '0000260083.txt', '0000299215.txt', '0000368493.txt', '0000405795.txt', '0000412675.txt', '0000546415.txt', '0000599322.txt', '0000610407.txt', '0000639803.txt', '0000655062.txt', '0000678597.txt', '0000690923.txt', '0000727248.txt', '0000799151.txt', '0000833631.txt', '0000837229.txt', '0000975797.txt', '0000986432.txt', '0001005101.txt', '0001112961.txt', '0001127007.txt', '0001134697.txt', '0001135972.txt', '0001137632.txt', '0001165260.txt', '0001232209.txt', '0001295850.txt', '0001308308.txt', '0001416823.txt', '0001554866.txt', '0001571444.txt', '0001629479.txt', '0001677758.txt', '0001706770.txt', '0001707850.txt', '0001714839.txt', '0001750353.txt', '0001785256.txt', '0001797599.txt', '0001876892.txt', '0001888185.txt', '0001943336.txt', '0021266288.txt', '0103262828.txt']"""
0000038585.txt,"""['0000453504.txt', '0001670526.txt', '0001975005.txt']"""
0001459699.txt,"""['0000274576.txt', '0001179648.txt', '0001942179.txt']"""
0001130742.txt,"""['0000096209.txt', '0000404603.txt', '0000452118.txt', '0000649814.txt']"""
0000943850.txt,"""['0001379027.txt', '0001758785.txt']"""
0001787567.txt,"""['0000641435.txt']"""
0001786180.txt,"""['0000656658.txt', '0001063853.txt']"""
0001924975.txt,"""['0000500844.txt', '0000522452.txt', '0000761967.txt', '0000923000.txt', '0001141880.txt', '0001316576.txt', '0001613617.txt', '0001943102.txt']"""
0000941355.txt,"""['0000923724.txt']"""
0001232760.txt,"""['0000651239.txt', '0001749406.txt']"""
0000538188.txt,"""['0000018283.txt', '0000127667.txt']"""
0000009256.txt,"""['0000128011.txt', '0000144447.txt', '0000333647.txt', '0000665431.txt', '0000814469.txt', '0000984460.txt', '0001220020.txt', '0001333573.txt', '0001334480.txt', '0001437558.txt', '0001630046.txt', '0001672668.txt', '0001806797.txt', '0001829587.txt', '0001857451.txt', '0091917453.txt']"""
0000920965.txt,"""['0000149658.txt', '0000377671.txt', '0000485116.txt', '0001690315.txt']"""
0000500844.txt,"""['0000769101.txt']"""
0001263190.txt,"""['0000018283.txt', '0000043025.txt', '0000044878.txt', '0000127667.txt', '0000191576.txt', '0000418073.txt', '0000653734.txt', '0001214064.txt', '0001864493.txt', '0001896848.txt']"""
0000692982.txt,"""['0000451820.txt', '0001127301.txt', '0001631935.txt']"""
0000902660.txt,"""['0000886105.txt', '0000952560.txt']"""
0000742005.txt,"""['0000082588.txt', '0000286982.txt', '0000308610.txt', '0000522452.txt', '0000565623.txt', '0000567012.txt', '0000668225.txt', '0000775246.txt', '0000882976.txt', '0000922783.txt', '0000934856.txt', '0000947672.txt', '0000948743.txt', '0001054176.txt', '0001216757.txt']"""
0001629738.txt,"""['0000124062.txt', '0000352625.txt', '0000464101.txt', '0000731517.txt', '0001113996.txt', '0001506149.txt', '0001697169.txt']"""
0001539256.txt,"""['0000002843.txt', '0000006974.txt', '0000121853.txt', '0000355555.txt', '0000711835.txt', '0001376894.txt', '0001578749.txt', '0001677077.txt', '0001724645.txt', '0001854454.txt']"""
0001428646.txt,"""['0000255020.txt', '0000332955.txt', '0000395248.txt', '0000403720.txt', '0000588947.txt', '0000910595.txt', '0001049644.txt', '0001308001.txt', '0001411268.txt']"""
0001880845.txt,"""['0000002833.txt', '0000020346.txt', '0000200951.txt', '0000484373.txt', '0000693628.txt', '0001389262.txt', '0001608984.txt', '0001799476.txt', '0001910861.txt']"""
0001069282.txt,"""['0000205027.txt', '0000799168.txt', '0001121664.txt', '0001310275.txt']"""
0001181080.txt,"""['0000529384.txt', '0001405951.txt', '0001883538.txt']"""
0001155597.txt,"""['0000038585.txt', '0000212098.txt', '0000497324.txt', '0000526054.txt', '0000565623.txt', '0000685234.txt', '0000742005.txt', '0000947672.txt', '0001054176.txt', '0001105204.txt', '0001317450.txt', '0001377254.txt', '0001474368.txt', '0001629177.txt']"""
0001344060.txt,"""['0000040914.txt', '0000238379.txt', '0000480287.txt', '0000500779.txt', '0000802260.txt', '0000892023.txt', '0000922429.txt', '0000949443.txt', '0001202593.txt', '0001308308.txt', '0001479705.txt']"""
0001568469.txt,"""['0000513169.txt', '0000921393.txt', '0001977799.txt']"""
0181440373.txt,"""['0000211659.txt', '0001007291.txt', '0001076896.txt', '0001411268.txt']"""
0000923733.txt,"""['0000424874.txt', '0001839963.txt']"""
0001400244.txt,"""['0000077605.txt']"""
0097049398.txt,"""['0000091336.txt', '0000487303.txt', '0000529384.txt', '0000556016.txt', '0000615459.txt', '0001114158.txt', '0001247223.txt', '0001389940.txt', '0001883538.txt', '0002044127.txt']"""
0001732339.txt,"""['0000153963.txt', '0000330608.txt', '0001652410.txt']"""
0000318186.txt,"""['0000525017.txt', '0001024161.txt', '0001041073.txt', '0001058932.txt', '0001398204.txt']"""
0135045079.txt,"""['0000010271.txt', '0000021652.txt', '0000137587.txt', '0000235169.txt', '0000439549.txt', '0001035123.txt', '0001420504.txt', '0001487227.txt', '0001829378.txt', '0032790580.txt']"""
0000526054.txt,"""['0000182855.txt', '0000302808.txt', '0000304499.txt', '0000370738.txt', '0000424874.txt', '0000514162.txt', '0000526651.txt', '0000608874.txt', '0001085128.txt', '0001105204.txt', '0001204286.txt', '0001291316.txt', '0001497372.txt', '0001544420.txt', '0001586690.txt', '0001630848.txt', '0001836261.txt', '0001854104.txt']"""
0001941378.txt,"""['0000578327.txt', '0000583481.txt', '0000902937.txt']"""
0000539121.txt,"""['0000372711.txt', '0000781024.txt', '0001682277.txt']"""
0001700319.txt,"""['0000068167.txt', '0000333667.txt', '0030388677.txt']"""
0000756197.txt,"""['0000124855.txt', '0000207697.txt', '0000290317.txt', '0000530481.txt', '0000625198.txt', '0000804107.txt', '0001512358.txt']"""
0001057686.txt,"""['0000485116.txt', '0000765456.txt', '0000776307.txt', '0000960511.txt', '0001134412.txt', '0001326256.txt']"""
0000504006.txt,"""['0000513801.txt', '0000775246.txt', '0001286874.txt', '0001634289.txt']"""
0001642889.txt,"""['0000423695.txt', '0000797545.txt', '0000923991.txt', '0001135657.txt']"""
0001932465.txt,"""['0000067667.txt', '0000218898.txt', '0000339039.txt', '0000643909.txt', '0000817874.txt', '0000842211.txt', '0000971059.txt', '0001067634.txt', '0001206320.txt', '0001229840.txt', '0001326049.txt', '0001398717.txt']"""
0001406173.txt,"""['0001045538.txt', '0001068965.txt', '0001211690.txt', '0001274533.txt', '0001871332.txt', '0001997324.txt']"""
0001691127.txt,"]"""
0001628165.txt,"""['0000714743.txt', '0001810596.txt']"""
0001590667.txt,"""['0000033104.txt', '0000080596.txt', '0000153842.txt', '0000373204.txt', '0000656658.txt', '0000682162.txt', '0000732516.txt', '0001001358.txt', '0001063853.txt', '0001179473.txt', '0001249510.txt', '0001667142.txt', '0001691358.txt']"""
0000837456.txt,"""['0001507040.txt']"""
0000226757.txt,"""['0000093330.txt', '0000171499.txt', '0000564334.txt', '0000576325.txt', '0000699829.txt', '0000805846.txt', '0000837456.txt', '0001166898.txt', '0001356048.txt', '0001526467.txt', '0001644199.txt', '0001846280.txt', '0001881515.txt', '0001888866.txt']"""
0001694618.txt,"""['0000525017.txt', '0000720399.txt']"""
0001816612.txt,"""['0000175521.txt', '0000232539.txt', '0000247762.txt', '0000686209.txt', '0000948916.txt', '0001068658.txt', '0001403309.txt', '0001623122.txt', '0001820934.txt', '0001839804.txt', '0001844534.txt', '0098497892.txt']"""
0000679175.txt,"""['0000570453.txt', '0000600234.txt', '0001340429.txt', '0001718426.txt', '0172560102.txt']"""
0000392071.txt,"""['0000342005.txt', '0001233305.txt', '0001251929.txt', '0001808084.txt']"""
0178640246.txt,"""['0000037917.txt', '0000345808.txt', '0000681436.txt', '0000734531.txt', '0000775246.txt', '0000827604.txt', '0000843614.txt', '0000913471.txt', '0000913722.txt', '0001340429.txt', '0001470332.txt', '0001758272.txt', '0001963880.txt', '0003607498.txt', '0146351380.txt']"""
0001378494.txt,"""['0000041868.txt', '0000814821.txt', '0001298680.txt', '0001623275.txt', '0001775994.txt']"""
0001997627.txt,"""['0000363381.txt', '0000547228.txt', '0000740591.txt', '0000905182.txt', '0001073776.txt', '0001357853.txt', '0001483067.txt', '0001771401.txt', '0085571316.txt']"""
0001376469.txt,"""['0000304644.txt', '0001131783.txt']"""
0000649164.txt,"""['0000376258.txt', '0000895622.txt', '0000922261.txt', '0000925091.txt', '0000939113.txt', '0001043315.txt', '0001210741.txt', '0001457066.txt', '0001860814.txt', '0001996454.txt']"""
0093183735.txt,"""['0000065686.txt', '0000124778.txt', '0000179187.txt', '0000182168.txt', '0000298772.txt', '0000511868.txt', '0000518824.txt', '0000522631.txt', '0001130742.txt', '0001298255.txt', '0001401120.txt']"""
0001761200.txt,"""['0000127577.txt', '0000788960.txt', '0000887114.txt', '0001213683.txt', '0001332017.txt']"""
0000277713.txt,"""['0001879133.txt']"""
0000819576.txt,"""['0000254739.txt', '0001189328.txt', '0001496005.txt']"""
0000641179.txt,"""['0000271670.txt', '0000397963.txt']"""
0000146960.txt,"""['0000745206.txt', '0000849793.txt', '0000930662.txt', '0001064251.txt', '0001174604.txt', '0001665815.txt', '0001701348.txt', '0001905805.txt', '0001971797.txt', '0037505817.txt']"""
0000541212.txt,"""['0000299351.txt', '0001105059.txt', '0001350547.txt', '0001424891.txt', '0001478438.txt']"""
0000423307.txt,"""['0000195803.txt', '0000338648.txt', '0000730399.txt', '0001696319.txt', '0001909215.txt']"""
0001060766.txt,"""['0001333272.txt', '0001893286.txt']"""
0001221178.txt,"""['0000153251.txt', '0000807023.txt', '0000853570.txt', '0001043321.txt', '0001344060.txt', '0001479705.txt', '0001583190.txt', '0001636646.txt', '0001660698.txt', '0001957166.txt']"""
0001317450.txt,"""['0000233559.txt', '0000424874.txt', '0000514162.txt', '0000596224.txt', '0000635142.txt', '0000649393.txt', '0001291316.txt', '0001875535.txt']"""
0000952082.txt,"""['0000096932.txt', '0000884513.txt', '0001085457.txt', '0001171702.txt', '0001193203.txt', '0001281050.txt', '0001736797.txt', '0001805578.txt']"""
0043346695.txt,"""['0000009122.txt', '0000307021.txt', '0000307495.txt', '0000425869.txt', '0000545301.txt', '0001388203.txt', '0001496005.txt', '0001505859.txt', '0001585519.txt', '0001718159.txt', '0001945016.txt']"""
0000144508.txt,"""['0001378773.txt']"""
0000714743.txt,"""['0000224012.txt', '0000274311.txt', '0000317050.txt', '0000916358.txt', '0001009273.txt', '0001320680.txt', '0001807081.txt']"""
0000739587.txt,"""['0000731077.txt']"""
0000424874.txt,"""['0000154519.txt', '0000208970.txt', '0001334665.txt']"""
0001466900.txt,"""['0000226770.txt']"""
0000731517.txt,"""['0000405089.txt', '0000635651.txt', '0001108202.txt', '0001697169.txt', '0001801918.txt']"""
0001960330.txt,"""['0000060947.txt', '0000117286.txt', '0000152262.txt', '0000174675.txt', '0000191199.txt', '0000353414.txt', '0000399708.txt', '0000424370.txt', '0000579074.txt', '0000599322.txt', '0000776933.txt', '0000799151.txt', '0000839441.txt', '0000850000.txt', '0000856827.txt', '0000865397.txt', '0001022888.txt', '0001184550.txt', '0001194282.txt', '0001325349.txt', '0001355522.txt', '0001479522.txt', '0001492714.txt', '0001613222.txt', '0001632366.txt', '0001659001.txt', '0001675748.txt', '0001691784.txt', '0001939993.txt', '0001980426.txt', '0001998033.txt', '0001999566.txt', '0098342524.txt']"""
0001788626.txt,"""['0000349744.txt']"""
0125098523.txt,"""['0000081544.txt', '0000134532.txt', '0000226270.txt', '0000527480.txt', '0000688536.txt', '0000702145.txt', '0001537954.txt', '0001541615.txt', '0001619781.txt', '0001795267.txt']"""
0001441865.txt,"""['0000248313.txt', '0000314044.txt', '0000504006.txt', '0001023674.txt', '0001363488.txt', '0001495774.txt', '0001563511.txt', '0001879676.txt', '0050294192.txt', '0098853113.txt', '0139734870.txt']"""
0000809949.txt,"""['0000800089.txt', '0000882976.txt', '0000983159.txt', '0001012382.txt', '0001311861.txt', '0001408644.txt', '0001628697.txt', '0001701333.txt', '0193029735.txt']"""
0000461959.txt,"""['0001502516.txt']"""
0001093034.txt,"""['0000241155.txt', '0000380398.txt', '0000497890.txt', '0000720363.txt', '0000749930.txt', '0000756358.txt', '0001343178.txt']"""
0000241174.txt,"""['0000224760.txt', '0000253695.txt', '0000313314.txt', '0000439549.txt', '0000662558.txt', '0000853716.txt', '0000875028.txt', '0001064706.txt', '0001159249.txt', '0001296255.txt', '0001397407.txt', '0001414007.txt', '0001420504.txt', '0001429015.txt', '0001436963.txt', '0001462333.txt', '0001487227.txt', '0001540884.txt', '0001829378.txt', '0032790580.txt', '0058018302.txt', '0068765594.txt']"""
0000722841.txt,"""['0001430374.txt']"""
0000963731.txt,"""['0000091350.txt', '0000513563.txt', '0000722841.txt', '0001032947.txt', '0001107594.txt', '0001420506.txt', '0001430374.txt', '0001507940.txt', '0001540511.txt', '0001597981.txt']"""
0000619152.txt,"""['0001857950.txt']"""
0000494781.txt,"""['0000118203.txt', '0000132018.txt', '0000236625.txt', '0000388231.txt', '0000742173.txt', '0000762825.txt', '0000963953.txt', '0000990122.txt', '0001155828.txt', '0001206719.txt', '0001333211.txt', '0001550937.txt', '0001568725.txt', '0001621902.txt', '0001915577.txt']"""
0100428007.txt,"""['0000151302.txt', '0000205027.txt', '0000433889.txt', '0000588099.txt', '0000799168.txt', '0000891449.txt', '0001010255.txt', '0001015491.txt', '0001069282.txt', '0001150387.txt', '0001189707.txt', '0001391503.txt', '0001453495.txt', '0001553220.txt']"""
0000987299.txt,"""['0000011301.txt', '0001012363.txt', '0001376894.txt', '0001854454.txt']"""
0001611641.txt,"""['0000295165.txt', '0000386480.txt', '0000862612.txt', '0000904314.txt', '0000951122.txt', '0001020411.txt', '0001588518.txt', '0001731907.txt', '0001916066.txt']"""
0000439549.txt,"""['0000235169.txt', '0000307021.txt', '0000337402.txt', '0000545301.txt', '0000781166.txt', '0032790580.txt']"""
0000091453.txt,"""['0000055200.txt', '0000060202.txt', '0000091453.txt', '0000307495.txt', '0000728355.txt', '0000733180.txt', '0001037935.txt', '0001680975.txt']"""
0001719918.txt,"""['0001719918.txt']"""
0000777743.txt,"""['0001126318.txt', '0001273609.txt', '0001425329.txt']"""
0001129356.txt,"""['0000871379.txt']"""
0000728355.txt,"""['0000475053.txt', '0001028826.txt']"""
0000497324.txt,"""['0000947672.txt']"""
0001266374.txt,"""['0000124560.txt', '0000174957.txt', '0000202054.txt', '0000255020.txt', '0000308610.txt', '0000332955.txt', '0000353083.txt', '0000602571.txt', '0000608874.txt', '0000743342.txt', '0000761967.txt', '0000797174.txt', '0001093168.txt', '0001126318.txt', '0001204286.txt', '0001290730.txt', '0001326957.txt', '0001327862.txt', '0001411268.txt', '0001425329.txt', '0001428646.txt', '0001507940.txt', '0001536230.txt', '0001629177.txt', '0001671192.txt']"""
0000729546.txt,"""['0001418391.txt']"""
0001447641.txt,"""['0000232986.txt', '0000678253.txt', '0000884513.txt', '0000906725.txt', '0000952082.txt', '0001010762.txt', '0001171702.txt', '0001281050.txt', '0001361651.txt', '0001533633.txt', '0001706364.txt', '0001737583.txt', '0001875824.txt', '0012234920.txt']"""
0000179187.txt,"""['0000095685.txt', '0000124778.txt', '0000320843.txt', '0000977554.txt', '0001039350.txt', '0096294865.txt', '0148092167.txt']"""
0001985622.txt,"""['0000046405.txt', '0000126842.txt', '0000608553.txt', '0000943850.txt', '0001105165.txt', '0001129902.txt', '0001332361.txt', '0001513011.txt']"""
0000604596.txt,"""['0000797396.txt', '0001267512.txt']"""
0001875824.txt,"""['0000755959.txt', '0000764031.txt', '0000853032.txt', '0001149168.txt', '0001514672.txt', '0001677292.txt', '0001737583.txt', '0001750047.txt', '0001818014.txt', '0001879767.txt', '0001934103.txt', '0001938608.txt', '0001964392.txt', '0068170353.txt']"""
0000158516.txt,"""['0001853341.txt']"""
0001105204.txt,"""['0000038585.txt', '0000111221.txt', '0000204111.txt', '0000695786.txt', '0000830405.txt']"""
0000880014.txt,"""['0000081055.txt', '0000181784.txt', '0000234348.txt', '0000279047.txt', '0000603628.txt', '0000804932.txt', '0000920227.txt', '0001091542.txt', '0001324656.txt', '0001472175.txt', '0001640296.txt', '0001702934.txt', '0089815281.txt']"""
0001618109.txt,"""['0001029775.txt', '0001309362.txt', '0001644913.txt']"""
0173872201.txt,"""['0000484602.txt', '0000806519.txt', '0000947881.txt', '0001681989.txt']"""
0000733180.txt,"""['0000133281.txt', '0000705604.txt', '0001063804.txt', '0001203298.txt']"""
0001348902.txt,"""['0000347812.txt', '0000995696.txt', '0001208642.txt', '0001624779.txt', '0001638318.txt']"""
0001953165.txt,"""['0000121537.txt', '0000132163.txt', '0000189785.txt', '0000302767.txt', '0000414349.txt', '0000488721.txt', '0000558127.txt', '0000729491.txt', '0001015973.txt', '0001042710.txt', '0001101298.txt', '0001235942.txt', '0001247367.txt', '0001250233.txt', '0001272681.txt', '0001392380.txt', '0001535586.txt', '0001639473.txt', '0001694577.txt', '0001703545.txt', '0001753351.txt', '0001780065.txt', '0001880161.txt', '0001904485.txt']"""
0001648089.txt,"""['0000109902.txt', '0000113325.txt', '0000238278.txt', '0000506671.txt', '0000642856.txt', '0000740738.txt', '0000845482.txt', '0000927418.txt', '0000974296.txt', '0000990263.txt', '0001022619.txt', '0001128177.txt', '0001220020.txt', '0001307902.txt', '0001333573.txt', '0001672668.txt', '0001790651.txt', '0001805304.txt', '0001806797.txt']"""
0001289506.txt,"""['0000012637.txt', '0000152579.txt', '0000254611.txt', '0000384183.txt', '0000564674.txt']"""
0001541798.txt,"""['0000640617.txt', '0000661219.txt', '0000736384.txt', '0000755015.txt', '0000755224.txt', '0000859960.txt', '0001571162.txt', '0001864207.txt']"""
0000577658.txt,"""['0000708735.txt', '0001576972.txt']"""
0000372920.txt,"""['0000587105.txt', '0000606409.txt', '0000645346.txt', '0000990698.txt', '0001035424.txt', '0001123594.txt', '0001369417.txt', '0001749018.txt', '0001782197.txt']"""
0000338008.txt,"""['0000162242.txt', '0000290901.txt', '0000382721.txt', '0000501198.txt', '0000607505.txt', '0000690751.txt', '0000693505.txt', '0000832190.txt', '0000832781.txt', '0000845196.txt', '0000859256.txt', '0000860378.txt', '0001051794.txt', '0001626264.txt', '0001728264.txt', '0001738066.txt', '0001766147.txt', '0001938988.txt', '0001998756.txt', '0031276692.txt', '0070398131.txt', '0147362898.txt', '0149969440.txt']"""
0133895779.txt,"""['0000197746.txt', '0000329988.txt', '0000483899.txt', '0000599427.txt', '0000682520.txt', '0000892303.txt', '0000957599.txt', '0001093034.txt', '0001113126.txt', '0001395333.txt', '0001540511.txt', '0001857401.txt', '0001879682.txt', '0001967753.txt', '0138715291.txt']"""
0000317785.txt,"""['0000013656.txt', '0000639954.txt', '0001660217.txt', '0119240454.txt']"""
0001082133.txt,"""['0000014359.txt', '0000175238.txt', '0000398415.txt', '0000399708.txt', '0000424370.txt', '0000635549.txt', '0000721472.txt', '0000761949.txt', '0001160166.txt', '0001403781.txt', '0001436590.txt', '0001463903.txt', '0001478199.txt', '0001557100.txt', '0001850520.txt']"""
0001668648.txt,"""['0000790026.txt', '0000956165.txt', '0001043636.txt']"""
0001901025.txt,"""['0000283202.txt', '0000821579.txt']"""
0001327885.txt,"""['0000326620.txt', '0000979235.txt']"""
0000729673.txt,"""['0000867982.txt', '0001013766.txt', '0001502681.txt', '0001787320.txt', '0001804135.txt', '0001804557.txt', '0001821913.txt', '0194753017.txt']"""
0001050590.txt,"""['0000101302.txt', '0000871220.txt', '0001050590.txt', '0001158482.txt', '0001891631.txt', '0001913517.txt']"""
0188321725.txt,"""['0000079972.txt', '0000194067.txt', '0000312106.txt', '0000462163.txt', '0000512761.txt', '0000686466.txt', '0000958552.txt', '0001090657.txt', '0001390531.txt', '0001508089.txt', '0001533633.txt', '0013862901.txt', '0178226192.txt']"""
0139734870.txt,"""['0000104223.txt', '0000162253.txt', '0000165707.txt', '0000174974.txt', '0000184521.txt', '0000237638.txt', '0000312939.txt', '0000382199.txt', '0000392667.txt', '0000399784.txt', '0000438670.txt', '0000540264.txt', '0000603736.txt', '0000753224.txt', '0000875590.txt', '0001152284.txt', '0001180101.txt', '0001222748.txt', '0001235907.txt', '0001363234.txt', '0001382698.txt', '0001418217.txt', '0001430396.txt', '0001686885.txt', '0001716282.txt', '0001748256.txt', '0001962951.txt', '0049726748.txt', '0081964218.txt', '0096149912.txt', '0114551190.txt', '0117218345.txt', '0139734870.txt', '0181440373.txt']"""
0000014936.txt,"""['0000630897.txt', '0000799841.txt', '0000836337.txt']"""
0000040124.txt,"""['0001177726.txt', '0001418805.txt']"""
0000906128.txt,"""['0000529384.txt', '0001202388.txt', '0001389940.txt', '0001732339.txt']"""
0001780900.txt,"""['0000476400.txt', '0000902664.txt']"""
0001604162.txt,"""['0000547717.txt', '0001169906.txt', '0001289948.txt', '0001462340.txt']"""
0001010762.txt,"""['0000003060.txt', '0000099435.txt', '0001527004.txt', '0001688386.txt']"""
0098497892.txt,"""['0001406052.txt']"""
0001054176.txt,"""['0000189392.txt', '0000873220.txt', '0001043672.txt', '0001456893.txt', '0001661177.txt', '0001703059.txt']"""
0001638886.txt,"""['0000135147.txt']"""
0001015491.txt,"""['0000318186.txt', '0000340501.txt', '0000899911.txt', '0001150387.txt', '0001252118.txt', '0001395399.txt', '0001863731.txt', '0001924738.txt', '0001989300.txt']"""
0001490925.txt,"""['0000392667.txt', '0001747979.txt']"""
0001237020.txt,"""['0000283959.txt', '0000437929.txt', '0000540227.txt', '0001300646.txt', '0001419323.txt', '0001966294.txt']"""
0001538210.txt,"""['0000560037.txt', '0000608874.txt', '0001386061.txt', '0001590667.txt']"""
0001640953.txt,"""['0000434065.txt', '0000470835.txt', '0001364447.txt', '0001958045.txt']"""
0000522631.txt,"""['0001141333.txt', '0001748256.txt']"""
0000939288.txt,"""['0000096494.txt', '0000151821.txt', '0000361353.txt', '0000547449.txt', '0001266374.txt', '0001466900.txt', '0001576450.txt', '0001786180.txt', '0001827447.txt', '0001879785.txt', '0001898146.txt']"""
0001037707.txt,"""['0000398050.txt', '0000476231.txt', '0001122000.txt']"""
0000181370.txt,"""['0000504910.txt']"""
0001283552.txt,"""['0000572147.txt', '0000987161.txt', '0001440511.txt', '0070748087.txt']"""
0000746385.txt,"""['0000030733.txt', '0000329840.txt', '0001354556.txt', '0001454341.txt', '0001699797.txt', '0001766807.txt']"""
0001101100.txt,"""['0000480602.txt', '0000551443.txt', '0000666273.txt', '0001388803.txt', '0001410883.txt', '0001470445.txt', '0001908803.txt', '0090469007.txt']"""
0000842211.txt,"""['0000320843.txt', '0000564691.txt']"""
0000362389.txt,"""['0000574042.txt', '0000908527.txt', '0000976179.txt', '0001064060.txt']"""
0001333358.txt,"""['0000635186.txt', '0001411183.txt']"""
0001265850.txt,"""['0000103561.txt', '0000680374.txt']"""
0001022888.txt,"""['0000013391.txt', '0000214162.txt', '0000331067.txt', '0000490290.txt', '0000509289.txt', '0000602365.txt', '0000776933.txt', '0000839441.txt', '0000882976.txt', '0000969606.txt', '0001065786.txt', '0001225724.txt', '0001279157.txt', '0001297272.txt', '0001396382.txt', '0001665032.txt', '0001835188.txt']"""
0000060947.txt,"""['0000124560.txt', '0000133237.txt', '0000270610.txt', '0000328927.txt', '0000331221.txt', '0000493792.txt', '0000602571.txt', '0000602790.txt', '0000651674.txt', '0000713290.txt', '0000720212.txt', '0000730755.txt', '0000812232.txt', '0000837190.txt', '0000923103.txt', '0000940735.txt', '0001290730.txt', '0001435901.txt', '0001504707.txt', '0001508807.txt', '0001681590.txt', '0001863813.txt', '0001963675.txt', '0181575870.txt']"""
0001775619.txt,"""['0000941160.txt', '0001346544.txt', '0001386061.txt', '0001478450.txt', '0001590667.txt', '0001797705.txt', '0001954356.txt']"""
0000464885.txt,"""['0001159868.txt', '0001659578.txt']"""
0001629177.txt,"""['0000057569.txt', '0000114104.txt', '0000127667.txt', '0000129830.txt', '0000204111.txt', '0000212098.txt', '0000424874.txt', '0000608874.txt', '0000768449.txt', '0000882976.txt', '0000928482.txt', '0001266379.txt', '0001719283.txt']"""
0000063310.txt,"""['0000088171.txt', '0000372941.txt', '0000621517.txt']"""
0000645052.txt,"""['0000362389.txt', '0000421630.txt', '0000695434.txt', '0001197125.txt']"""
0000171499.txt,"""['0000005493.txt', '0000011858.txt', '0000087864.txt', '0000293040.txt', '0000441868.txt', '0000447039.txt', '0000961149.txt', '0001036851.txt', '0001193924.txt', '0001302425.txt', '0001326741.txt', '0001394167.txt', '0001446804.txt', '0001571903.txt', '0001603071.txt', '0001645751.txt', '0001719918.txt', '0001763171.txt', '0001846280.txt', '0001859805.txt', '0001907705.txt']"""
0001516991.txt,"""['0001140358.txt', '0001231396.txt', '0001358918.txt', '0001397363.txt', '0001961784.txt', '0001971797.txt', '0067283446.txt']"""
0001429395.txt,"""['0000167539.txt', '0000285953.txt', '0000418471.txt', '0000496316.txt', '0000921312.txt', '0000951561.txt', '0001050499.txt', '0001716978.txt', '0001802679.txt', '0001856414.txt']"""
0000091336.txt,"""['0000315836.txt', '0000330608.txt', '0000487303.txt', '0000511635.txt', '0000545914.txt', '0000615459.txt', '0000906128.txt', '0001006468.txt', '0001114158.txt', '0001299452.txt', '0001732339.txt', '0001965879.txt', '0097049398.txt']"""
0001064060.txt,"""['0000574042.txt', '0000976179.txt', '0151403212.txt']"""
0001902609.txt,"""['0001438436.txt']"""
0001695633.txt,"]"""
0000777448.txt,"""['0000605891.txt', '0001296255.txt', '0001506749.txt']"""
0001689921.txt,"""['0000622454.txt', '0001816612.txt']"""
0112827475.txt,"""['0000323922.txt', '0000594165.txt', '0000694936.txt', '0000792301.txt', '0118395357.txt']"""
0001240125.txt,"""['0000655064.txt']"""
0001910861.txt,"""['0000086991.txt', '0001059717.txt', '0001095533.txt', '0001769355.txt']"""
0001993685.txt,"""['0001176691.txt']"""
0001184334.txt,"""['0001621017.txt']"""
0000875670.txt,"""['0001217539.txt']"""
0000142574.txt,"""['0000195752.txt', '0000557648.txt', '0001227114.txt', '0001333400.txt']"""
0000317350.txt,"""['0000001566.txt', '0001318926.txt', '0001391841.txt', '0001446711.txt', '0001695170.txt', '0001699291.txt']"""
0001018531.txt,"""['0001501950.txt', '0001758160.txt']"""
0001461059.txt,"""['0000894611.txt', '0001627481.txt', '0001631320.txt']"""
